id,Mold_date,Mold Week,Wafer_and_run,Generation,ChipProgresss,ChipFate,FailedAt,QCState,ChipPolarity,WaferID,WaferPrep,WaferNotes,MoldingTech,MoldMaterial,MoldCrosslinker,MoldRatio,BaseGrams,CrosslinkGrams,TotalMaterialGrams,AmountPoured,VacuumHours,VacTimeIn,VacTimeOut,MixAndVacTime,BakeTempC,BakeHours,BakeNotes,MoldHardwareDescription,MoldNotes,VacInMold?,MoldHandsOnHours,DiskWeight,ThicknessRangeMM,TopLeftThicknessMM,TopRightThicknessMM,BottomLeftThicknessMM,BottomRightThicknessMM,ThicknessNotes,CuttingNotes,CuttingHandsOnTimeHours,ReadyForPunching?,PunchDate,PunchTech,PunchDiameterMM,PunchNotes,FirstPunchTimeMinutes,SecondPunchTimeMinutes,ReadyForCleaning?,CleanDate,CleanTech,CleanMethod,CleanNotes,CleanHandsOnTimeMinutes,WSIScan,WSIDate,WSITech,VisualNotesAfterCleaning,HandsOnTimeScanningMinutes,DestinationCode,UsedCode,StudyID,StudyDate,StudyHypothesis,StudyResults,FluorTestDate,FluorTestHypothesis,FluorTestResults,DBiTDate,DBiTTissue,DBiTResults,ReportingMoldDate,ReportingPunchDate,ReportingCleanDate,ReportingMoldWeek,ReportingPunchWeek,ReportingCleanWeek,ReportingShippedTo,
1,8/31/2020,8,10um-2-A,Gen1,Ready for punching, ,Pass,Ready for punching,A,10um-2,None,Clean,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.2,51,5,56,,1.25,,,,74,24,,,,,,,3.2-3.7 shelf tilted to the right,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/31/2020,0,0,8,,,,
1,8/31/2020,8,10um-2-B,Gen1,Ready for punching, ,Pass,Ready for punching,B,10um-2,None,Clean,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.2,51,5,56,,1.25,,,,74,24,,,,,,,3.2-3.7 shelf tilted to the right,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/31/2020,0,0,8,,,,
0,09/01/2020,8,25um-2-A,Gen1,Pre-punch,-1,Molding,Failed at Molding,A,25um-2,None,Clean,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.3,53.7,5.2,58.9,,2,,,,74,19,,,,,,,3.7-4.0,,,,,Cut improperly - some channels got sliced on one end.,,,-1,09/21/20,DD,1.75,Punching in right-hand orientation,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,09/01/2020,09/21/20,0,8,11,,,
0,09/01/2020,8,25um-2-B,Gen1,Used,1,Pass,Used,B,25um-2,None,Clean,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.3,53.7,5.2,58.9,,2,,,,74,19,,,,,,,3.7-4.0,,,,,This is cut very sloppily - needs trimming,,,1,10/6/20,JG,1.75,Trimmed chip. Flow pattern looks faded in certain areas in the microscope. I don't know why - are channels not patterned there? Or is something cloudy in the PDMS obscuring imaging? They look well formed by eye. Never seen this before.,45,35,1,10/6/20,JG,Tape & tape,50/50 flow & 0 cross after 1 taping,5,Yes,10.6.20,,"This chip has some dark markings in the ""defect region"" we see in later chips, but not an actual defect. Otherwise I see a few stray bits of PDMS or chips in the glass slide (can't tell which) but none that will affect flow or leakage. Great chip.",15,1,1,,,,,,,,10.7.20,,,09/01/2020,10/6/20,10/6/20,8,13,13,,
0,09/01/2020,8,10um-2-A,Gen1,Ready for punching, ,Pass,Ready for punching,A,10um-2,None,Clean,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.3,53.7,5.2,58.9,,2,,,,74,19,,,,,,,"3-3.2, no discernible tilt",,,,,Dirty! (taped wrong side),,,1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/01/2020,0,0,8,,,,
0,09/01/2020,8,10um-2-B,Gen1,Ready for punching, ,Pass,Ready for punching,B,10um-2,None,Clean,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.3,53.7,5.2,58.9,,2,,,,74,19,,,,,,,"3-3.2, no discernible tilt",,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/01/2020,0,0,8,,,,
1,09/02/2020,8,25um-2-A,Gen1,Used,1,Pass,Used,A,25um-2,Blew air,Clean,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,9.4,52.8,5.6,58.4,,1:13,10:37,11:50,,74,18,,,,,,19,2.8 - 3.1,,,,,50/50 so far,,,1,09/18/2020,JG,1.75,100/100,,,1,???,,,,,???,???,,,,1,1,Study 002-SLE-DBiT-Seq Fl 9.22.20,,,,9.22.20,"50/50 flow, 1 cross talk","49/50 flow; one bockage due to particles blocking the filter; substantial cross-talk; one cross-talk event due to chip defect, others seem to originate at ROI/tissue and spread up towards inlet and outlet channels.",,,,09/02/2020,09/18/2020,???,8,10,#VALUE!,,
1,09/02/2020,8,25um-2-B,Gen1,Used,1,Pass,Used,B,25um-2,Blew air,Clean,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,9.4,52.8,5.6,58.4,,1:13,10:37,11:50,,74,18,,,,,,19,2.8 - 3.1,,,,,,,,1,09/18/2020,JG,1.75,100/100,,,1,9/30/20,JG,Tape + tape,"Took a few rounds of mutual taping, but got 0 blocks/0 x's",10,Yes,10/13/20,,No blocks or crosses.,30,1,1,Study 013-JM-DBiT-AxB-flow 10.18.20,,,,10.18.20,,,,,,09/02/2020,09/18/2020,9/30/20,8,10,12,,
1,09/02/2020,8,10um-2-A,Gen1,Ready for punching, ,Pass,Ready for punching,A,10um-2,None,Clean,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,9.4,52.8,5.6,58.4,,1:13,10:37,11:50,,74,18,,,,,,20.8,3.1 - 3.4 - level!,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/02/2020,0,0,8,,,,
1,09/02/2020,8,10um-2-B,Gen1,Pre-punch,-1,Molding,Failed at Molding,B,10um-2,None,Clean,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,9.4,52.8,5.6,58.4,,1:13,10:37,11:50,,74,18,,,,,,20.8,3.1 - 3.4,,,,,Cut improperly - some channels got sliced on one end,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/02/2020,0,0,8,,,,
0,09/03/20,8,25um-2-A,Gen1,Used,1,Pass,Used,A,25um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.6,49.8,4.7,54.5,19.2,1:05,10:32,11:37,,74,22,,,,,,19.5,3.0 - 3.4,,,,,Good cuts,,,1,10/7/20,JG,1.75,Has the 48-49 defect. Also has some cloudiness on the non-flow side. What causes that?,35,35,1,10/7/20,JG,Tape + tape,"On first application has 3-4 crosses, 2 on non-defect side.",,Yes,10/7/20,,Looks good,15,1,1,Study 007,,,,,,,,,,09/03/20,10/7/20,10/7/20,8,13,13,,
0,09/03/20,8,25um-2-B,Gen1,Used,1,Pass,Used,B,25um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.6,49.8,4.7,54.5,19.2,1:05,10:32,11:37,,74,22,,,,,,19.5,3.0 - 3.4,,,,,Good cuts,,,1,3/17/21,JG,1.75,Good punches,5,5,1,3/19/21,SSY,Tape + tape,clean,5,Yes,3/27/21,SSY,clean,5,1,1,Study 71,,,,,,,4.5.21,,,09/03/20,3/17/21,3/19/21,8,36,36,,
0,09/03/20,8,10um-2-A,Gen1,Ready for punching, ,Pass,Ready for punching,A,10um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.6,49.8,4.7,54.5,20.8,1:05,10:32,11:37,,74,22,,,,,,21,3.0 - 3.3,,,,,Good cuts,,,1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/03/20,0,0,8,,,,
0,09/03/20,8,10um-2-B,Gen1,Ready for punching, ,Pass,Ready for punching,B,10um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.6,49.8,4.7,54.5,20.8,1:05,10:32,11:37,,74,22,,,,,,21,3.0 - 3.3,,,,,Good cuts,,,1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/03/20,0,0,8,,,,
1,09/04/20,8,25um-2-A,Gen1,Ready for punching, ,Pass,Ready for punching,A,25um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,51,5.1,56.1,19,2:00,10:28,12:28,,76,118,Cured for 5 days; taken out on 09/09,,,,,18.7,3.2 - 3.3,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/04/20,0,0,8,,,,
1,09/04/20,8,25um-2-B,Gen1,Ready for punching, ,Pass,Ready for punching,B,25um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,51,5.1,56.1,19,2:00,10:28,12:28,,76,118,Cured for 5 days; taken out on 09/09,,,,,18.7,3.2 - 3.3,,,,,,,,1,,,,,,,,,,,,,,,,I don't see the defect at all in this chip.,,0,0,,,,,,,,,,,09/04/20,0,0,8,,,,
1,09/04/20,8,10um-2-A,Gen1,Ready for punching, ,Pass,Ready for punching,A,10um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,51,5.1,56.1,20.8,2:00,10:28,12:28,,76,118,Cured for 5 days; taken out on 09/09,,,,,21.4,3.1 - 3.5,,,,,accidentally touched wrong side; cleaned with superfluous tape,,,1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/04/20,0,0,8,,,,
1,09/04/20,8,10um-2-B,Gen1,Ready for punching, ,Pass,Ready for punching,B,10um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,51,5.1,56.1,20.8,2:00,10:28,12:28,,76,118,Cured for 5 days; taken out on 09/09,,,,,21.4,3.1 - 3.5,,,,,accidentally touched wrong side; cleaned with superfluous tape,,,1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/04/20,0,0,8,,,,
0,09/09/2020,9,25um-2-A,Gen1,Pre-punch,-1,Molding,Failed at Molding,A,25um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,55.2,5.5,60.7,21.8,1:47,10:57,12:44,,76,22,,,,,,25.3,3.4 - 4.1,,,,,not well cut,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/09/2020,0,0,9,,,,
0,09/09/2020,9,25um-2-B,Gen1,Pre-punch,-1,Molding,Failed at Molding,B,25um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,55.2,5.5,60.7,21.8,1:47,10:57,12:44,,76,22,Piece of tape stuck in one side of mold... use as outlet side,,,,,25.3,3.4 - 4.1,,,,,not well cut,,,-1,,,,,,,,,,,,,,,,"Can't find the defect in this chip. It does have another huge mar on it, not sure what it is from. Was there a piece of tape on the wafer or something?",,0,0,,,,,,,,,,,09/09/2020,0,0,9,,,,
0,09/09/2020,9,10um-2-A,Gen1,Ready for punching, ,Pass,Ready for punching,A,10um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,55.2,5.5,60.7,22,1:47,10:57,12:44,,76,22,,,,,,21.8,3.2 - 3.6,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/09/2020,0,0,9,,,,
0,09/09/2020,9,10um-2-B,Gen1,Ready for punching, ,Pass,Ready for punching,B,10um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,55.2,5.5,60.7,22,1:47,10:57,12:44,,76,22,,,,,,21.8,3.2 - 3.6,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/09/2020,0,0,9,,,,
1,09/10/20,9,25um-2-A,Gen1,Used, ,Pass,Used,A,25um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,55,5.5,60.5,21,3:04,11:01,14:05,,77,20,,,,Yes,,21,3.4 - 3.6,,,,,Was cut a bit too wide - need to trim to fit on glass slide. Ends are uneven.,,,1,,,,,,,,11/20/20,JG,Tape face down,Has a tear on outlet side that will merge ~4-6 wells. ,30,Yes,11/20/20,,,,0,1,Sharon Test,2.11.21,,,,,,,,,09/10/20,0,11/20/20,9,,19,,
1,09/10/20,9,25um-2-B,Gen1,Ready for cleaning,-1,Cleaning,Failed at Cleaning,B,25um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,55,5.5,60.5,21,3:04,11:01,14:05,,77,20,,,,Yes,,21,3.4 - 3.6,,,,,good cuts,,,1,9/22/20,JG,1.75,100/100,,,1,9/22/20,JG,"Cleaned glass slide with air & DI water, cleaned chip with magic tape, inspected in Leica (EVOS in use)",,,No,9/22/20,,"One side is better than the other - cut a diagonal corner on the upper left inlet side of the chip, left top side. There is a fiber in the ROI area of the chip, but it seems to be within the body of the pdms, rather than interfering with the channels. It looks a lot like a hair (a flat hairy ribbon). There is a defect in 12 of the channels near the bottom left side of the inlet side - a hoary line cutting through an entire row of channels. This chip is defective.",,-1,0,,,,,,,,,,,09/10/20,9/22/20,9/22/20,9,11,11,,
1,09/10/20,9,10um-2-A,Gen1,Ready for cleaning, ,Pass,Ready for cleaning,A,10um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,55,5.5,60.5,21.3,3:04,11:01,14:05,,77,20,,,,Yes,,22.5,3.5 - 3.7,,,,,good cuts,,,1,10/13/2020,DD,1.75,Merged channels on one side (see comment),30,25,1,,,,,,,,,,,0,0,,,,,,,,,,,09/10/20,10/13/2020,0,9,14,,,
1,09/10/20,9,10um-2-B,Gen1,Ready for punching, ,Pass,Ready for punching,B,10um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,55,5.5,60.5,21.3,3:04,11:01,14:05,,77,20,,,,Yes,,22.5,3.5 - 3.7,,,,,good cuts,,,1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/10/20,0,0,9,,,,
0,09/11/20,9,25um-2-A,Gen1,Used,1,Pass,Used,A,25um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.1,52.3,5.2,57.5,20,2:03,10:50,12:53,,77,69,Cured for 3 days; taken out on 09/14,,,Yes,,20.9,3.3 - 3.6,,,,,"cut with new mold, V1.0",,,1,3/15/21,JG,1.75,Good punches,5,5,1,3/19/21,SSY,Cleaned slide inverted on the chip,clean,5,Yes,3/24/21,SSY,Clean,5,1,1,Study 66,,,,,,,3.25.21,,,09/11/20,3/15/21,3/19/21,9,36,36,,
0,09/11/20,9,25um-2-B,Gen1,Pre-punch,-1,Molding,Failed at Molding,B,25um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.1,52.3,5.2,57.5,20,2:03,10:50,12:53,,77,69,Cured for 3 days; taken out on 09/14,,,Yes,,20.9,3.3 - 3.6,,,,,"cut with new mold, V1.0",,,-1,,,,,,,,,,,,,,,,This one has the defect as well.,,-1,0,,,,,,,,,,,09/11/20,0,0,9,,,,
0,09/11/20,9,10um-2-A,Gen1,Ready for punching, ,Pass,Ready for punching,A,10um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.1,52.3,5.2,57.5,20,2:03,10:50,12:53,,77,69,Cured for 3 days; taken out on 09/14,,,Yes,,21.3,2.9 - 3.7,,,,,"cut with new mold, V1.0; cut in corner of chip; use for outlet side",,,1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/11/20,0,0,9,,,,
0,09/11/20,9,10um-2-B,Gen1,Ready for punching, ,Pass,Ready for punching,B,10um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.1,52.3,5.2,57.5,20,2:03,10:50,12:53,,77,69,Cured for 3 days; taken out on 09/14,,,Yes,,21.3,2.9 - 3.7,,,,,"cut with new mold, V1.0",,,1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/11/20,0,0,9,,,,
1,09/14/20,10,25um-2-A,Gen1,Pre-punch,-1,Molding,Failed at Molding,A,25um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,9.9,53.4,5.4,58.8,20.6,2:08,10:49,12:57,,76,put in at 1:03pm on Monday 09/14,These chips have bubbles/dust in them. Don't use for flow testing,,,No,,21.1,3.2 - 4.2,,,,,Lip of mold is filled with too much PDMS,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/14/20,0,0,10,,,,
1,09/14/20,10,25um-2-B,Gen1,Pre-punch,-1,Molding,Failed at Molding,B,25um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,9.9,53.4,5.4,58.8,20.6,2:08,10:49,12:57,,76,put in at 1:03pm on Monday 09/14,These chips have bubbles/dust in them. Don't use for flow testing,,,No,,21.1,3.2 - 4.2,,,,,Lip of mold is filled with too much PDMS,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/14/20,0,0,10,,,,
1,09/14/20,10,10um-2-A,Gen1,Pre-punch,-1,Molding,Failed at Molding,A,10um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,9.9,53.4,5.4,58.8,20.5,2:08,10:49,12:57,,76,put in at 1:03pm on Monday 09/14,These chips have bubbles/dust in them. Don't use for flow testing,,,No,,20.4,3.2 - 3.3,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/14/20,0,0,10,,,,
1,09/14/20,10,10um-2-B,Gen1,Pre-punch,-1,Molding,Failed at Molding,B,10um-2,,,DD,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,9.9,53.4,5.4,58.8,20.5,2:08,10:49,12:57,,76,put in at 1:03pm on Monday 09/14,These chips have bubbles/dust in them. Don't use for flow testing,,,No,,20.4,3.2 - 3.3,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/14/20,0,0,10,,,,
0,09/17/20,10,25um-2-A,Gen1,Pre-punch, ,Pass,Pre-punch,A,25um-2,Air clean,,DD/JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,9.9,55.3,5.6,60.9,30.8,1:54,14:36,16:30,,74,In at 16:11 9/17,Leaving PDMS in mold to protect wafers,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/17/20,0,0,10,,,,
0,09/17/20,10,25um-2-B,Gen1,Pre-punch, ,Pass,Pre-punch,B,25um-2,Air clean,Might be a flaw in the SU-8. Inspect again!,DD/JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,9.9,55.3,5.6,60.9,30.8,1:54,14:36,16:30,,74,In at 16:11 9/17,Leaving PDMS in mold to protect wafers,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/17/20,0,0,10,,,,
0,09/17/20,10,10um-2-A,Gen1,Pre-punch, ,Pass,Pre-punch,A,10um-2,Air clean,,DD/JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,9.9,55.3,5.6,60.9,20.5,1:54,14:36,16:30,,74,In at 16:11 9/17,Leaving PDMS in mold to protect wafers,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/17/20,0,0,10,,,,
0,09/17/20,10,10um-2-B,Gen1,Pre-punch, ,Pass,Pre-punch,B,10um-2,Air clean,,DD/JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,9.9,55.3,5.6,60.9,20.5,1:54,14:36,16:30,,74,In at 16:11 9/17,Leaving PDMS in mold to protect wafers,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,09/17/20,0,0,10,,,,
1,10/06/2020,13,25um-3-A,Gen1,Used,1,Pass,Used,A,25um-3,None,First run for one of the two new wafers. Visual inspection shows no defects.,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.3,73.8,7.2,81,66.3,0:55,12:15,13:10,20,75,"In at 13:15 10.6, out at 12:39 10.7","Cut out a square for the ""mold"" part of the petri dish. Was quite difficult to cohesively peel up the previous square.",140mm/5.5 inch petri dish,"This works out to about 50 ml at 3 mm depth of PDMS. The shelf was a little off-level, leaning towards the left, so I shimmied it with some PDMS shims to try to level it off.",Yes. The petri dish fits perfectly in the little stand that goes inside the jar.,,24.5,3.6-4,,,,,,,,1,10/08/2020,JG,1.75,A bit thick,22,32,1,10/8/20,JG,Tape + tape,"Clean chip with no blocks or crosses, except one artifact near the ROI. I think this might be a defect in the new wafer.",10,Yes,10/9/20,,Has defect near ROI. otherwise good,15,1,1,Study 009-JM DBiT Flours 101220,,,,10.14.20,"Dirt/debris on bottom inlet side of shipn could cause problems, otherwise 49/50, no crosses",,,,,10/06/2020,10/08/2020,10/8/20,13,13,13,,
1,10/06/2020,13,25um-3-B,Gen1,Used,1,Pass,Used,B,25um-3,None,First run for one of the two new wafers. Visual inspection shows no defects.,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.3,73.8,7.2,81,66.3,,,,20,75,"In at 13:15 10.6, out at 12:39 10.7","Cut out a square for the ""mold"" part of the petri dish. Was quite difficult to cohesively peel up the previous square.",140mm/5.5 inch petri dish,"This works out to about 50 ml at 3 mm depth of PDMS. The shelf was a little off-level, leaning towards the left, so I shimmied it with some PDMS shims to try to level it off.",Yes. The petri dish fits perfectly in the little stand that goes inside the jar.,,24.5,3.6-4,,,,,,,,1,10/12/2020,DD,1.75,New method (punch all at once; remove pegs afterwards),45,33,1,10/12/20,JG,Tape + tape,Some small debris but don't think they will affect flow or crosses,10,Yes,10/12/20,,"Small debris wouldn't come up, but looks good",15,1,1,Study 011-SLE- DBiT Flour 10_13_20,,,,,,,,,,10/06/2020,10/12/2020,10/12/20,13,14,14,,
0,10/07/2020,13,25um-3-A,Gen1,Used,1,Pass,Used,A,25um-3,None,Mold has a defect after first peel,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,9.3,50.3,5.40000000000001,55.7,28.3,0:55,12:15,13:10,20,73,"In at 3:56, but oven was at RT",Poured new PDMS into the square hole left by previous cut,140mm/5.5 inch petri dish,"Slight overflow (pouring 28.3 g into a 24.5g hole, to be expected)","No, not needed",,28.3,4.4,,,,,A little too thick - pour less next time. The mold has a defect near the ROI!,,,1,10/14/2020,DD,1.75,Chip is thick. But solid 100/100 punches,30,35,1,11/14/20,JG,Tape + flow side down on glass,"Pretty good overall, good punches. Has a hair but not in flow plane. Has a weird streak across several outlets on the flow slide. Maybe some PDMS dripped on it or something? Need to put that on outlet side.",8,Yes,11/14/20,,"Has some long black streak on outlet side. Don't know what it is, but James and I think it won't impact flow.",120,1,1,Study 24 DBiT09,,,,,,,11.15.20,,,10/07/2020,10/14/2020,11/14/20,13,14,19,,
0,10/07/2020,13,25um-3-B,Gen1,Used,1,Pass,Used,B,25um-3,None,,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,9.3,50.3,5.40000000000001,55.7,28.3,1:00,12:30,13:30,20,73,"In at 3:56, but oven was at RT",Poured new PDMS into the square hole left by previous cut,140mm/5.5 inch petri dish,"Slight overflow (pouring 28.3 g into a 24.5g hole, to be expected)","No, not needed",,28.3,4.4,,,,,A little too thick - pour less next time. The mold has a defect near the ROI!,,,1,10/08/2020,JG,1.75,Too thick,45,20,1,11/19/20,JG,Tape + flow side down on glass,One of the dirtiest chips I'd seen so far. Took many tapings and a slide change but I think it's 50/50 now.,25,Yes,11/19/20,,Looks good. Small fiber in one inlet (channel 6) but shouldn't affect anything.,10,1,1,Study-24_DBiT-10-112120,,,,,,,,,,10/07/2020,10/08/2020,11/19/20,13,13,19,,
1,10/09/2020,13,25um-4-A,Gen1,Used,1,Pass,Used,A,25um-4,None,,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,66,6.6,72.6,56.5,1:00,11:00,12:00,15,73,"In at 12:48, out at 19:05",Poured PMDS into empty petri dish with wafer double-sided taped to the bottom of dish,140mm/5.5 inch petri dish,Looks great,Yes,15,23,3.4-3.6,,,,,"Clean and level, good thickness",,15,1,10/09/2020,JG,1.75,Easy to punch,25,22,1,10/9/20,JG,Tape + tape,No blocks or crosses. Some debris in a familiar spot (near the top edge of one side). May be from cutting phase. No defects.,20,Yes,10/9/20,,Seems good.,10,1,1,Study 013-JM-DBiT-AxB-flow 10.18.20,,,,10.18.20,,,,,,10/09/2020,10/09/2020,10/9/20,13,13,13,,
1,10/09/2020,13,25um-4-B,Gen1,Used,1,Pass,Used,B,25um-4,None,,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,66,6.6,72.6,56.5,1:00,11:00,12:00,15,73,"In at 12:48, out at 19:05",Poured PMDS into empty petri dish with wafer double-sided taped to the bottom of dish,140mm/5.5 inch petri dish,Looks great,Yes,15,23,3.4-3.6,,,,,"Clean and level, good thickness",,15,1,10/14/20,JG,1.75,,35,30,1,10/14/20,JG,Tape + flow side up,"Had some debris on edges, but aggressive taping got rid of it in one pass. Looks extremely clean.",10,Yes,10/14/20,,Looks great.,10,1,,,,,,10.16.20,,,,,,10/09/2020,10/14/20,10/14/20,13,14,14,,
1,10/09/2020,13,25um-4-A2,Gen1,Pre-punch,-1,Molding,Failed at Molding,A2,25um-4,None,,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.2,59.2,5.8,65,23,1:00,19:15,20:15,15,RT,Over the weekend,,140mm/5.5 inch petri dish,,Yes,15,22.5,3.3 - 3.6,,,,,Ripped chip due to softness,,,-1,10/16/2020,DD,1.75,Too soft. Chip rips when pulling out pegs.,25,25,-1,,,,,,,,,,,,,,,,,,,,,,,10/09/2020,10/16/2020,0,13,14,,,
1,10/09/2020,13,25um-4-B2,Gen1,Ready for testing,1,Pass,Ready for testing,B2,25um-4,None,,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.2,59.2,5.8,65,23,1:00,19:15,20:15,15,RT,Over the weekend,,140mm/5.5 inch petri dish,,Yes,15,22.5,3.3 - 3.6,,,,,,,,1,10/15/20,JG,1.75,Too soft to punch easily. took a long time,35,35,1,11/20/20,JG,Tape + flow side down on glass,"The chip is soft and adheres differently to the slide than harder chips. Yet, it should be interesting to see how it performs.",30,Yes,11/20/20,,Looks fine.,10,1,,,,,,,,,,,,10/09/2020,10/15/20,11/20/20,13,14,19,,
1,10/09/2020,13,25um-3-A,Gen1,Used,-1,Cleaning,Failed at Cleaning,A,25um-3,None,Checking again for defect. Note: It does have the defect.,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.2,59.2,5.8,65,23.7,1:00,19:15,20:15,15,RT,Over the weekend,,140mm/5.5 inch petri dish,,Yes,15,22.2,3.2 - 3.6,,,,,disk feels flimsier than past iterations,,30,1,10/12/20,JG,1.75,"Very floppy, difficult to work with. Need to punch deeper with soft chips because the thin membrane the ""light punch"" leaves tears when torn out in the final stage.",35,35,1,10/12/20,JG,Tape + tape,"Extremely clean, good chip. But the holes have a funny shape from the soft texture - they flare out more on the flow side. Might cause issues with leaking between inlet/outlet wells and neighboring channels. Recommend testing with food dye to see if soft chips are workable.",10,Yes,10/12/20,,Use for food dye only - leaking probable between wells and channels due to punch flaring.,10,-1,,"did not lay flat on slide, thus removed.",,,,,,,,,,10/09/2020,10/12/20,10/12/20,13,14,14,,
